# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,32,1024,10000000,306834541,30.683454,32590854.887,27911,46738920,15742678983221721015,PASS
1,spsc,32,1024,10000000,302043958,30.204396,33107763.738,14336,46201462,15742678983221721015,PASS
2,spsc,32,1024,10000000,290629459,29.062946,34408074.234,12288,46679826,15742678983221721015,PASS
3,spsc,32,1024,10000000,407490042,40.749004,24540476.992,6144,45242432,15742678983221721015,PASS
4,spsc,32,1024,10000000,310214459,31.021446,32235763.711,55296,46788522,15742678983221721015,PASS
