# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,64,4096,10000000,144730125,14.473012,69094115.686,477981,1873920,8986780111068692703,PASS
1,spsc,64,4096,10000000,138392125,13.839213,72258446.787,862484,292864,8986780111068692703,PASS
2,spsc,64,4096,10000000,127384458,12.738446,78502512.449,636962,2048,8986780111068692703,PASS
3,spsc,64,4096,10000000,148180834,14.818083,67485110.794,632302,1836032,8986780111068692703,PASS
4,spsc,64,4096,10000000,134728666,13.472867,74223254.018,577050,58368,8986780111068692703,PASS
