# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,mutex,64,1024,10000000,489081875,48.908187,20446474.325,10627848,2349999,8986780111068692703,PASS
1,mutex,64,1024,10000000,415732458,41.573246,24053931.339,9785385,2866421,8986780111068692703,PASS
2,mutex,64,1024,10000000,404867625,40.486762,24699431.079,8566274,2552832,8986780111068692703,PASS
3,mutex,64,1024,10000000,478224125,47.822412,20910697.468,8878611,2495076,8986780111068692703,PASS
4,mutex,64,1024,10000000,411517958,41.151796,24300276.101,10635410,2749570,8986780111068692703,PASS
