# Experiment 02 Phase 4 — TIMER CALIBRATION (descriptive only).
# Back-to-back std::chrono::steady_clock::now() pairs, taken OUTSIDE the timed transfer.
# This is NOT subtracted from any measured latency and is NOT a correction factor.
# It measures the timer's own scale, not the queue's cost.
# clock=steady_clock steady=1 ns_per_tick=1
# samples=200000 min_ns=0 mean_ns=15.025 p50_ns=0 p90_ns=42 p99_ns=42 p999_ns=125 max_ns=209
pair_index,pair_cost_ns
0,0
1,42
2,41
3,42
4,0
5,0
6,41
7,42
8,0
9,0
10,41
11,0
12,0
13,42
14,41
15,0
16,0
17,42
18,0
19,0
20,42
21,0
22,0
23,0
24,42
25,0
26,0
27,41
28,0
29,0
30,0
31,41
32,0
33,0
34,42
35,0
36,0
37,42
38,42
39,0
40,0
41,42
42,0
43,0
44,41
45,0
46,0
47,0
48,41
49,0
50,0
51,42
52,0
53,0
54,0
55,42
56,0
57,0
58,42
59,0
60,0
61,41
62,42
63,0
64,0
65,41
66,0
67,0
68,42
69,41
70,0
71,0
72,42
73,0
74,0
75,41
76,0
77,0
78,0
79,41
80,0
81,0
82,42
83,0
84,0
85,42
86,42
87,0
88,0
89,42
90,0
91,0
92,41
93,42
94,0
95,0
96,41
97,0
98,0
99,42
100,0
101,0
102,0
103,42
104,0
105,0
106,42
107,0
108,0
109,0
110,42
111,0
112,0
113,41
114,0
115,0
116,42
117,41
118,0
119,0
120,42
121,0
122,0
123,42
124,42
125,0
126,0
127,42
128,0
129,0
130,41
131,0
132,0
133,0
134,41
135,0
136,0
137,42
138,0
139,0
140,42
141,42
142,0
143,0
144,42
145,0
146,0
147,41
148,42
149,0
150,0
151,41
152,0
153,0
154,42
155,0
156,0
157,0
158,42
159,0
160,0
161,42
162,0
163,0
164,0
165,42
166,0
167,0
168,41
169,0
170,0
171,42
172,41
173,0
174,0
175,42
176,0
177,0
178,42
179,0
180,0
181,0
182,42
183,0
184,0
185,41
186,0
187,0
188,0
189,41
190,0
191,0
192,42
193,0
194,0
195,42
196,42
197,0
198,0
199,42
200,0
201,0
202,41
203,42
204,0
205,0
206,41
207,0
208,0
209,42
210,0
211,0
212,0
213,42
214,0
215,0
216,42
217,0
218,0
219,41
220,42
221,0
222,0
223,41
224,0
225,0
226,42
227,41
228,0
229,0
230,42
231,0
232,0
233,42
234,0
235,0
236,0
237,42
238,0
239,0
240,41
241,0
242,0
243,42
244,41
245,0
246,0
247,42
248,0
249,0
250,42
251,42
252,0
253,0
254,42
255,0
256,0
257,41
258,0
259,0
260,0
261,41
262,0
263,0
264,42
265,0
266,0
267,0
268,42
269,0
270,0
271,42
272,0
273,0
274,41
275,42
276,0
277,0
278,41
279,0
280,0
281,42
282,41
283,0
284,0
285,42
286,0
287,0
288,42
289,0
290,0
291,0
292,42
293,0
294,0
295,41
296,0
297,0
298,42
299,41
300,0
301,0
302,42
303,0
304,0
305,42
306,42
307,0
308,0
309,42
310,0
311,0
312,41
313,42
314,0
315,0
316,41
317,0
318,0
319,42
320,0
321,0
322,0
323,42
324,0
325,0
326,42
327,0
328,0
329,0
330,42
331,0
332,0
333,41
334,0
335,0
336,42
337,41
338,0
339,0
340,42
341,0
342,0
343,42
344,42
345,0
346,0
347,42
348,0
349,0
350,41
351,0
352,0
353,0
354,41
355,0
356,0
357,42
358,0
359,0
360,0
361,42
362,0
363,0
364,42
365,0
366,0
367,41
368,42
369,0
370,0
371,41
372,0
373,0
374,42
375,41
376,0
377,0
378,42
379,0
380,0
381,42
382,0
383,0
384,0
385,42
386,0
387,0
388,41
389,0
390,0
391,0
392,41
393,0
394,0
395,42
396,0
397,0
398,42
399,42
400,0
401,0
402,42
403,0
404,0
405,41
406,42
407,0
408,0
409,41
410,0
411,0
412,42
413,0
414,0
415,0
416,42
417,0
418,0
419,42
420,0
421,0
422,0
423,42
424,0
425,0
426,41
427,0
428,0
429,42
430,41
431,0
432,0
433,42
434,0
435,0
436,42
437,42
438,0
439,0
440,42
441,0
442,0
443,41
444,0
445,0
446,0
447,41
448,0
449,0
450,42
451,0
452,0
453,0
454,42
455,0
456,0
457,42
458,0
459,0
460,41
461,42
462,0
463,0
464,41
465,0
466,0
467,42
468,41
469,0
470,0
471,42
472,0
473,0
474,42
475,0
476,0
477,0
478,42
479,0
480,0
481,41
482,0
483,0
484,0
485,41
486,0
487,0
488,42
489,0
490,0
491,42
492,42
493,0
494,0
495,42
496,0
497,0
498,41
499,42
500,0
501,0
502,41
503,0
504,0
505,42
506,41
507,0
508,0
509,42
510,0
511,0
512,42
513,0
514,0
515,0
516,42
517,0
518,0
519,41
520,0
521,0
522,42
523,41
524,0
525,0
526,42
527,0
528,0
529,42
530,42
531,0
532,0
533,42
534,0
535,0
536,41
537,0
538,0
539,0
540,41
541,0
542,0
543,42
544,0
545,0
546,0
547,42
548,0
549,0
550,42
551,0
552,0
553,41
554,42
555,0
556,0
557,41
558,0
559,0
560,42
561,41
562,0
563,0
564,42
565,0
566,0
567,42
568,42
569,0
570,0
571,42
572,0
573,0
574,41
575,0
576,0
577,0
578,41
579,0
580,0
581,42
582,0
583,0
584,42
585,42
586,0
587,0
588,42
589,0
590,0
591,41
592,42
593,0
594,0
595,41
596,0
597,0
598,42
599,41
600,0
601,0
602,42
603,0
604,0
605,42
606,0
607,0
608,0
609,42
610,0
611,0
612,41
613,0
614,0
615,0
616,41
617,0
618,0
619,42
620,0
621,0
622,42
623,42
624,0
625,0
626,42
627,0
628,0
629,41
630,42
631,0
632,0
633,41
634,0
635,0
636,42
637,0
638,0
639,0
640,42
641,0
642,0
643,42
644,0
645,0
646,41
647,42
648,0
649,0
650,41
651,0
652,0
653,42
654,41
655,0
656,0
657,42
658,0
659,0
660,42
661,42
662,0
663,0
664,42
665,0
666,0
667,41
668,0
669,0
670,0
671,41
672,0
673,0
674,42
675,0
676,0
677,0
678,42
679,0
680,0
681,42
682,0
683,0
684,41
685,42
686,0
687,0
688,41
689,0
690,0
691,42
692,41
693,0
694,0
695,42
696,0
697,0
698,42
699,0
700,0
701,0
702,42
703,0
704,0
705,41
706,0
707,0
708,0
709,41
710,0
711,0
712,42
713,0
714,0
715,42
716,42
717,0
718,0
719,42
720,0
721,0
722,41
723,42
724,0
725,0
726,41
727,0
728,0
729,42
730,0
731,0
732,0
733,42
734,0
735,0
736,42
737,0
738,0
739,0
740,42
741,0
742,0
743,41
744,0
745,0
746,42
747,41
748,0
749,0
750,42
751,0
752,0
753,42
754,42
755,0
756,0
757,42
758,0
759,0
760,41
761,0
762,0
763,0
764,41
765,0
766,0
767,42
768,0
769,0
770,0
771,42
772,0
773,0
774,42
775,0
776,0
777,41
778,42
779,0
780,0
781,41
782,0
783,0
784,42
785,41
786,0
787,0
788,42
789,0
790,0
791,42
792,0
793,0
794,0
795,42
796,0
797,0
798,41
799,0
800,0
801,42
802,41
803,0
804,0
805,42
806,0
807,0
808,42
809,42
810,0
811,0
812,42
813,0
814,0
815,41
816,42
817,0
818,0
819,41
820,0
821,0
822,42
823,0
824,0
825,0
826,42
827,0
828,0
829,42
830,0
831,0
832,41
833,42
834,0
835,0
836,41
837,0
838,0
839,42
840,41
841,0
842,0
843,42
844,0
845,0
846,42
847,0
848,0
849,0
850,42
851,0
852,0
853,41
854,0
855,0
856,0
857,41
858,0
859,0
860,42
861,0
862,0
863,0
864,42
865,0
866,0
867,42
868,0
869,0
870,41
871,42
872,0
873,0
874,41
875,0
876,0
877,42
878,41
879,0
880,0
881,42
882,0
883,0
884,42
885,0
886,0
887,0
888,42
889,0
890,0
891,41
892,0
893,0
894,0
895,41
896,0
897,0
898,42
899,0
900,0
901,42
902,42
903,0
904,0
905,42
906,0
907,0
908,41
909,42
910,0
911,0
912,41
913,0
914,0
915,42
916,0
917,0
918,0
919,42
920,0
921,0
922,42
923,0
924,0
925,0
926,42
927,0
928,0
929,41
930,0
931,0
932,42
933,41
934,0
935,0
936,42
937,0
938,0
939,42
940,42
941,0
942,0
943,42
944,0
945,0
946,41
947,0
948,0
949,0
950,41
951,0
952,0
953,42
954,0
955,0
956,0
957,42
958,0
959,0
960,42
961,0
962,0
963,41
964,42
965,0
966,0
967,41
968,0
969,0
970,42
971,41
972,0
973,0
974,42
975,0
976,0
977,42
978,0
979,0
980,0
981,42
982,0
983,0
984,41
985,0
986,0
987,0
988,41
989,0
990,0
991,42
992,0
993,0
994,42
995,42
996,0
997,0
998,42
999,0
1000,0
1001,41
1002,42
1003,0
1004,0
1005,41
1006,0
1007,0
1008,42
1009,0
1010,0
1011,0
1012,42
1013,0
1014,0
1015,42
1016,0
1017,0
1018,0
1019,42
1020,0
1021,0
1022,41
1023,0
1024,0
1025,42
1026,41
1027,0
1028,0
1029,42
1030,0
1031,0
1032,42
1033,42
1034,0
1035,0
1036,42
1037,0
1038,0
1039,41
1040,0
1041,0
1042,0
1043,41
1044,0
1045,0
1046,42
1047,0
1048,0
1049,0
1050,42
1051,0
1052,0
1053,42
1054,0
1055,0
1056,41
1057,42
1058,0
1059,0
1060,41
1061,0
1062,0
1063,42
1064,41
1065,0
1066,0
1067,42
1068,0
1069,0
1070,42
1071,0
1072,0
1073,0
1074,42
1075,0
1076,0
1077,41
1078,0
1079,0
1080,0
1081,41
1082,0
1083,0
1084,42
1085,0
1086,0
1087,42
1088,42
1089,0
1090,0
1091,42
1092,0
1093,0
1094,41
1095,42
1096,0
1097,0
1098,41
1099,0
1100,0
1101,42
1102,0
1103,0
1104,0
1105,41
1106,0
1107,0
1108,42
1109,0
1110,0
1111,0
1112,42
1113,0
1114,0
1115,42
1116,0
1117,0
1118,41
1119,42
1120,0
1121,0
1122,41
1123,0
1124,0
1125,42
1126,41
1127,0
1128,0
1129,42
1130,0
1131,0
1132,42
1133,0
1134,0
1135,0
1136,42
1137,0
1138,0
1139,41
1140,0
1141,0
1142,0
1143,41
1144,0
1145,0
1146,42
1147,0
1148,0
1149,42
1150,42
1151,0
1152,0
1153,42
1154,0
1155,0
1156,41
1157,42
1158,0
1159,0
1160,41
1161,0
1162,0
1163,42
1164,0
1165,0
1166,0
1167,42
1168,0
1169,0
1170,42
1171,0
1172,0
1173,0
1174,42
1175,0
1176,0
1177,41
1178,0
1179,0
1180,42
1181,41
1182,0
1183,0
1184,42
1185,0
1186,0
1187,42
1188,42
1189,0
1190,0
1191,42
1192,0
1193,0
1194,41
1195,0
1196,0
1197,0
1198,41
1199,0
1200,0
1201,42
1202,0
1203,0
1204,0
1205,42
1206,0
1207,0
1208,42
1209,0
1210,0
1211,41
1212,42
1213,0
1214,0
1215,41
1216,0
1217,0
1218,42
1219,41
1220,0
1221,0
1222,42
1223,0
1224,0
1225,42
1226,0
1227,0
1228,0
1229,42
1230,0
1231,0
1232,41
1233,0
1234,0
1235,0
1236,41
1237,0
1238,0
1239,42
1240,0
1241,0
1242,42
1243,42
1244,0
1245,0
1246,42
1247,0
1248,0
1249,41
1250,42
1251,0
1252,0
1253,41
1254,0
1255,0
1256,42
1257,0
1258,0
1259,0
1260,42
1261,0
1262,0
1263,42
1264,0
1265,0
1266,0
1267,42
1268,0
1269,0
1270,41
1271,0
1272,0
1273,42
1274,41
1275,0
1276,0
1277,42
1278,0
1279,0
1280,42
1281,0
1282,0
1283,0
1284,42
1285,0
1286,0
1287,41
1288,0
1289,0
1290,0
1291,41
1292,0
1293,0
1294,42
1295,0
1296,0
1297,42
1298,42
1299,0
1300,0
1301,42
1302,0
1303,0
1304,41
1305,42
1306,0
1307,0
1308,41
1309,0
1310,0
1311,42
1312,0
1313,0
1314,0
1315,42
1316,0
1317,0
1318,42
1319,0
1320,0
1321,41
1322,42
1323,0
1324,0
1325,41
1326,0
1327,0
1328,42
1329,41
1330,0
1331,0
1332,42
1333,0
1334,0
1335,42
1336,0
1337,0
1338,0
1339,42
1340,0
1341,0
1342,41
1343,0
1344,0
1345,0
1346,41
1347,0
1348,0
1349,42
1350,0
1351,0
1352,42
1353,42
1354,0
1355,0
1356,42
1357,0
1358,0
1359,41
1360,0
1361,0
1362,0
1363,41
1364,0
1365,0
1366,42
1367,0
1368,0
1369,0
1370,42
1371,0
1372,0
1373,42
1374,0
1375,0
1376,41
1377,42
1378,0
1379,0
1380,41
1381,0
1382,0
1383,42
1384,41
1385,0
1386,0
1387,42
1388,0
1389,0
1390,42
1391,0
1392,0
1393,0
1394,42
1395,0
1396,0
1397,41
1398,0
1399,0
1400,42
1401,41
1402,0
1403,0
1404,42
1405,0
1406,0
1407,42
1408,42
1409,0
1410,0
1411,42
1412,0
1413,0
1414,41
1415,0
1416,0
1417,0
1418,41
1419,0
1420,0
1421,42
1422,0
1423,0
1424,42
1425,42
1426,0
1427,0
1428,42
1429,0
1430,0
1431,41
1432,42
1433,0
1434,0
1435,41
1436,0
1437,0
1438,42
1439,0
1440,0
1441,0
1442,42
1443,0
1444,0
1445,42
1446,0
1447,0
1448,0
1449,42
1450,0
1451,0
1452,41
1453,0
1454,0
1455,42
1456,41
1457,0
1458,0
1459,42
1460,0
