# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# object_addr/object_size/payload_offset/payload_begin_addr are that same object's footprint evidence:
# the two cursor policies must agree on object_size and on payload_offset so the payload does not
# move between cache sets when cursor placement changes.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok,object_addr,object_size,payload_offset,payload_begin_addr
0,separated,64,4096,10000000,161647000,16.164700,61863195.729,501057,4938983,8986780111068692703,PASS,128,5368741888,5368742016,41943296,41943297,no,PASS,5368741888,262400,256,5368742144
1,separated,64,4096,10000000,183259334,18.325933,54567479.766,550567,7921911,8986780111068692703,PASS,128,5637177344,5637177472,44040448,44040449,no,PASS,5637177344,262400,256,5637177600
2,separated,64,4096,10000000,165782209,16.578221,60320103.468,403959,4206165,8986780111068692703,PASS,128,5368741888,5368742016,41943296,41943297,no,PASS,5368741888,262400,256,5368742144
3,separated,64,4096,10000000,189560542,18.956054,52753594.680,1137241,9201580,8986780111068692703,PASS,128,5502959616,5502959744,42991872,42991873,no,PASS,5502959616,262400,256,5502959872
4,separated,64,4096,10000000,226509375,22.650938,44148283.046,1293388,17338736,8986780111068692703,PASS,128,5100306432,5100306560,39846144,39846145,no,PASS,5100306432,262400,256,5100306688
