# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# object_addr/object_size/payload_offset/payload_begin_addr are that same object's footprint evidence:
# the two cursor policies must agree on object_size and on payload_offset so the payload does not
# move between cache sets when cursor placement changes.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok,object_addr,object_size,payload_offset,payload_begin_addr
0,separated,32,65536,10000000,208970458,20.897046,47853654.032,139272,38446841,15742678983221721015,PASS,128,4831870976,4831871104,37748992,37748993,no,PASS,4831870976,2097408,256,4831871232
1,separated,32,65536,10000000,203981417,20.398142,49024073.600,35572,35989574,15742678983221721015,PASS,128,4563435520,4563435648,35651840,35651841,no,PASS,4563435520,2097408,256,4563435776
2,separated,32,65536,10000000,223054000,22.305400,44832193.101,41644,44264935,15742678983221721015,PASS,128,4831870976,4831871104,37748992,37748993,no,PASS,4831870976,2097408,256,4831871232
3,separated,32,65536,10000000,219155208,21.915521,45629762.082,132690,38642262,15742678983221721015,PASS,128,4563435520,4563435648,35651840,35651841,no,PASS,4563435520,2097408,256,4563435776
4,separated,32,65536,10000000,126401916,12.640192,79112724.842,94839,11456839,15742678983221721015,PASS,128,5234524160,5234524288,40894720,40894721,no,PASS,5234524160,2097408,256,5234524416
