# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# object_addr/object_size/payload_offset/payload_begin_addr are that same object's footprint evidence:
# the two cursor policies must agree on object_size and on payload_offset so the payload does not
# move between cache sets when cursor placement changes.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok,object_addr,object_size,payload_offset,payload_begin_addr
0,separated,32,1024,10000000,292908083,29.290808,34140403.015,148958,23183105,15742678983221721015,PASS,128,4966088704,4966088832,38797568,38797569,no,PASS,4966088704,33024,256,4966088960
1,separated,32,1024,10000000,260219250,26.021925,38429132.357,34034,18595205,15742678983221721015,PASS,128,4697653248,4697653376,36700416,36700417,no,PASS,4697653248,33024,256,4697653504
2,separated,32,1024,10000000,276470292,27.647029,36170251.522,274691,21394217,15742678983221721015,PASS,128,4429217792,4429217920,34603264,34603265,no,PASS,4429217792,33024,256,4429218048
3,separated,32,1024,10000000,283363917,28.336392,35290308.328,46056,20851813,15742678983221721015,PASS,128,4966088704,4966088832,38797568,38797569,no,PASS,4966088704,33024,256,4966088960
4,separated,32,1024,10000000,300719083,30.071908,33253626.276,552259,45203830,15742678983221721015,PASS,128,5234524160,5234524288,40894720,40894721,no,PASS,5234524160,33024,256,5234524416
