# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# object_addr/object_size/payload_offset/payload_begin_addr are that same object's footprint evidence:
# the two cursor policies must agree on object_size and on payload_offset so the payload does not
# move between cache sets when cursor placement changes.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok,object_addr,object_size,payload_offset,payload_begin_addr
0,same_line,8,1024,10000000,509159000,50.915900,19640230.262,22227403,1164000,18446744073709551615,PASS,128,5368742400,5368742408,41943300,41943300,yes,PASS,5368742400,8448,256,5368742656
1,same_line,8,1024,10000000,469248875,46.924887,21310653.116,23613799,2943638,18446744073709551615,PASS,128,5377131008,5377131016,42008836,42008836,yes,PASS,5377131008,8448,256,5377131264
2,same_line,8,1024,10000000,538186584,53.818658,18580916.540,34037861,2508082,18446744073709551615,PASS,128,5393908224,5393908232,42139908,42139908,yes,PASS,5393908224,8448,256,5393908480
3,same_line,8,1024,10000000,547981666,54.798167,18248785.718,28583001,2530902,18446744073709551615,PASS,128,5368742400,5368742408,41943300,41943300,yes,PASS,5368742400,8448,256,5368742656
4,same_line,8,1024,10000000,505583958,50.558396,19779108.577,21773605,1092637,18446744073709551615,PASS,128,5393908224,5393908232,42139908,42139908,yes,PASS,5393908224,8448,256,5393908480
