# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=2 message_bytes=64 capacity=1024 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# producer_sample_clock_reads and consumer_sample_clock_reads are the PROOF that
# the timestamp instrumentation is SPARSE: they count actual Clock::now() calls made
# for sampled messages only, and each must equal expected_samples. A harness that
# timestamped every message would report ~messages here and FAIL.
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,producer_sample_clock_reads,consumer_sample_clock_reads,stamp_contract_failures,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
2,64,1024,1,PASS,9696,9696,9696,9696,0,792,28747.199,28834,30625,37417,39959,46709,288349958,28.834996,10000000,6655801,2206,11994829604211037648,1,PASS
2,64,1024,2,PASS,9696,9696,9696,9696,0,8625,30447.264,30458,31500,38792,110500,212625,300195416,30.019542,10000000,7803123,149,11994829604211037648,1,PASS
2,64,1024,3,PASS,9696,9696,9696,9696,0,83,31245.213,28917,32167,80417,101875,111416,312488417,31.248842,10000000,8484778,514173,11994829604211037648,1,PASS
2,64,1024,4,PASS,9696,9696,9696,9696,0,18166,31606.581,30917,31791,74250,97417,122708,312976167,31.297617,10000000,14688176,2988,11994829604211037648,1,PASS
2,64,1024,5,PASS,9696,9696,9696,9696,0,291,29366.553,29084,29417,64333,89042,105334,292884667,29.288467,10000000,6318681,126407,11994829604211037648,1,PASS
