# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=1 message_bytes=32 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
# producer_sample_clock_reads and consumer_sample_clock_reads are the PROOF that
# the timestamp instrumentation is SPARSE: they count actual Clock::now() calls made
# for sampled messages only, and each must equal expected_samples. A harness that
# timestamped every message would report ~messages here and FAIL.
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,producer_sample_clock_reads,consumer_sample_clock_reads,stamp_contract_failures,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
1,32,4096,1,PASS,9696,9696,9696,9696,0,41,271.101,125,167,1709,41291,77333,429796959,42.979696,10000000,515,99698122,966167567837155835,1,PASS
1,32,4096,2,PASS,9696,9696,9696,9696,0,42,230.274,125,166,1083,30750,65292,436728000,43.672800,10000000,0,104501958,966167567837155835,1,PASS
1,32,4096,3,PASS,9696,9696,9696,9696,0,41,153.866,125,167,667,7458,16709,416114459,41.611446,10000000,0,99738247,966167567837155835,1,PASS
1,32,4096,4,PASS,9696,9696,9696,9696,0,41,236.127,125,167,709,38625,64875,427209750,42.720975,10000000,0,98514607,966167567837155835,1,PASS
1,32,4096,5,PASS,9696,9696,9696,9696,0,41,187.315,125,166,375,10791,91500,392899667,39.289967,10000000,0,96194688,966167567837155835,1,PASS
