# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok
0,same_line,32,65536,10000000,215308250,21.530825,46445038.683,1296839,41883,15742678983221721015,PASS,128,4429217792,4429217800,34603264,34603264,yes,PASS
1,same_line,32,65536,10000000,205255334,20.525533,48719805.742,1355260,717430,15742678983221721015,PASS,128,4429217792,4429217800,34603264,34603264,yes,PASS
2,same_line,32,65536,10000000,221018375,22.101837,45245106.883,1871289,536044,15742678983221721015,PASS,128,4429217792,4429217800,34603264,34603264,yes,PASS
3,same_line,32,65536,10000000,175209666,17.520967,57074476.702,1353813,1369,15742678983221721015,PASS,128,4563435520,4563435528,35651840,35651840,yes,PASS
4,same_line,32,65536,10000000,229335958,22.933596,43604152.123,1774946,126030,15742678983221721015,PASS,128,4429217792,4429217800,34603264,34603264,yes,PASS
