# Experiment 02 Phase 3A raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# The cursor addresses/line indices below were measured on the SAME object this repetition timed,
# OUTSIDE the timed interval. layout_ok=PASS means the measured placement matched the claim.
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness,reported_cache_line_size,head_addr,tail_addr,head_line,tail_line,cursors_same_line,layout_ok
0,separated,32,4096,10000000,380677667,38.067767,26268943.169,70829,60116738,15742678983221721015,PASS,128,5502959616,5502959744,42991872,42991873,no,PASS
1,separated,32,4096,10000000,391195209,39.119521,25562685.253,98623,66932632,15742678983221721015,PASS,128,5502959616,5502959744,42991872,42991873,no,PASS
2,separated,32,4096,10000000,418619166,41.861917,23888060.586,1792,82799508,15742678983221721015,PASS,128,5234524160,5234524288,40894720,40894721,no,PASS
3,separated,32,4096,10000000,460016625,46.001663,21738344.783,115409,81248483,15742678983221721015,PASS,128,4966088704,4966088832,38797568,38797569,no,PASS
4,separated,32,4096,10000000,426665750,42.666575,23437550.354,25272,83681067,15742678983221721015,PASS,128,4697653248,4697653376,36700416,36700417,no,PASS
