# Phase 4 raw batch samples. batch-normalized ns/update = elapsed_ns / batch_operations (a batch average, NOT a directly
# measured single-update latency). batch_operations is the ACTUAL op count of the batch: batch_size for every row except
# the final row when updates % batch_size is nonzero (a partial batch, which is EXCLUDED from the percentile
# distribution in the summary).
# impl=map wl=A levels=1000 updates=10000000 batch_size=512 seed=407715774446 partial_rows=1
sample_index,batch_operations,elapsed_ns,normalized_ns_per_update
0,512,16458,32.144531
1,512,16958,33.121094
2,512,16125,31.494141
3,512,16417,32.064453
4,512,15458,30.191406
5,512,15625,30.517578
6,512,15250,29.785156
7,512,15833,30.923828
8,512,15750,30.761719
9,512,15667,30.599609
10,512,15375,30.029297
11,512,15166,29.621094
12,512,15709,30.681641
13,512,16042,31.332031
14,512,14625,28.564453
15,512,14959,29.216797
16,512,15750,30.761719
17,512,15417,30.111328
18,512,15708,30.679688
19,512,15167,29.623047
20,512,15750,30.761719
21,512,15667,30.599609
22,512,15750,30.761719
23,512,16166,31.574219
24,512,15292,29.867188
25,512,16250,31.738281
26,512,15875,31.005859
27,512,16833,32.876953
28,512,15834,30.925781
29,512,31208,60.953125
30,512,15791,30.841797
31,512,16208,31.656250
32,512,15750,30.761719
33,512,16208,31.656250
34,512,15458,30.191406
35,512,15542,30.355469
36,512,15750,30.761719
37,512,15625,30.517578
38,512,16333,31.900391
39,512,15500,30.273438
40,512,16167,31.576172
41,512,16209,31.658203
42,512,16292,31.820312
43,512,16167,31.576172
44,512,16125,31.494141
45,512,15875,31.005859
46,512,15834,30.925781
47,512,16125,31.494141
48,512,15500,30.273438
49,512,16083,31.412109
50,512,15167,29.623047
51,512,15375,30.029297
52,512,16292,31.820312
53,512,16042,31.332031
54,512,16083,31.412109
55,512,16667,32.552734
56,512,15750,30.761719
57,512,15708,30.679688
58,512,16417,32.064453
59,512,16291,31.818359
60,512,15792,30.843750
61,512,16500,32.226562
62,512,15458,30.191406
63,512,16333,31.900391
64,512,16584,32.390625
65,512,15500,30.273438
66,512,15542,30.355469
67,512,15417,30.111328
68,512,15875,31.005859
69,512,15958,31.167969
70,512,16417,32.064453
71,512,16000,31.250000
72,512,15916,31.085938
73,512,15542,30.355469
74,512,16458,32.144531
75,512,15750,30.761719
76,512,16375,31.982422
77,512,16542,32.308594
78,512,16041,31.330078
79,512,15708,30.679688
80,512,15875,31.005859
81,512,16625,32.470703
82,512,16083,31.412109
83,512,15833,30.923828
84,512,15875,31.005859
85,512,16000,31.250000
86,512,16083,31.412109
87,512,16667,32.552734
88,512,15834,30.925781
89,512,16125,31.494141
90,512,16375,31.982422
91,512,15750,30.761719
92,512,16458,32.144531
93,512,16000,31.250000
94,512,16250,31.738281
95,512,15875,31.005859
96,512,15084,29.460938
97,512,15250,29.785156
98,512,16084,31.414062
99,512,15584,30.437500
100,512,16750,32.714844
101,512,17334,33.855469
102,512,17333,33.853516
103,512,17208,33.609375
104,512,17500,34.179688
105,512,17000,33.203125
106,512,17333,33.853516
107,512,16917,33.041016
108,512,17291,33.771484
109,512,16750,32.714844
110,512,16958,33.121094
111,512,17500,34.179688
112,512,17500,34.179688
113,512,17000,33.203125
