# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,mutex,8,4096,10000000,238577000,23.857700,41915188.807,2419712,1847683,18446744073709551615,PASS
1,mutex,8,4096,10000000,235784291,23.578429,42411646.499,2864457,1490030,18446744073709551615,PASS
2,mutex,8,4096,10000000,232877417,23.287742,42941046.534,2014762,1602161,18446744073709551615,PASS
3,mutex,8,4096,10000000,238449250,23.844925,41937645.013,3489329,1350925,18446744073709551615,PASS
4,mutex,8,4096,10000000,241925292,24.192529,41335074.631,3214856,1437182,18446744073709551615,PASS
