# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,8,4096,10000000,206950375,20.695038,48320762.888,2817024,18518016,18446744073709551615,PASS
1,spsc,8,4096,10000000,246111042,24.611104,40632065.586,3587455,23008256,18446744073709551615,PASS
2,spsc,8,4096,10000000,149192959,14.919296,67027291.817,840315,13047808,18446744073709551615,PASS
3,spsc,8,4096,10000000,103020208,10.302021,97068334.399,40955,2838528,18446744073709551615,PASS
4,spsc,8,4096,10000000,180528125,18.052813,55393030.864,2000792,15576087,18446744073709551615,PASS
