# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,mutex,8,1024,10000000,541791875,54.179187,18457271.992,37786901,2581910,18446744073709551615,PASS
1,mutex,8,1024,10000000,552044833,55.204483,18114470.786,41083987,2537713,18446744073709551615,PASS
2,mutex,8,1024,10000000,577836875,57.783687,17305922.195,44419120,2361664,18446744073709551615,PASS
3,mutex,8,1024,10000000,594343833,59.434383,16825277.634,47484643,2539112,18446744073709551615,PASS
4,mutex,8,1024,10000000,570291334,57.029133,17534897.348,40424537,2952250,18446744073709551615,PASS
