# Experiment 02 Phase 4 — TIMER CALIBRATION (descriptive only).
# Back-to-back std::chrono::steady_clock::now() pairs, taken OUTSIDE the timed transfer.
# This is NOT subtracted from any measured latency and is NOT a correction factor.
# It measures the timer's own scale, not the queue's cost.
# clock=steady_clock steady=1 ns_per_tick=1
# samples=200000 min_ns=0 mean_ns=14.942 p50_ns=0 p90_ns=42 p99_ns=42 p999_ns=42 max_ns=8208
pair_index,pair_cost_ns
0,0
1,0
2,0
3,42
4,0
5,0
6,0
7,42
8,0
9,0
10,42
11,42
12,0
13,0
14,42
15,42
16,0
17,0
18,42
19,42
20,0
21,0
22,42
23,0
24,0
25,0
26,42
27,0
28,0
29,41
30,42
31,0
32,0
33,41
34,42
35,0
36,0
37,41
38,0
39,0
40,0
41,41
42,0
43,0
44,0
45,41
46,0
47,0
48,42
49,41
50,0
51,0
52,42
53,41
54,0
55,0
56,42
57,41
58,0
59,0
60,42
61,0
62,0
63,0
64,42
65,0
66,0
67,0
68,42
69,0
70,0
71,42
72,42
73,0
74,0
75,42
76,42
77,0
78,0
79,42
80,0
81,0
82,0
83,42
84,0
85,0
86,0
87,42
88,0
89,0
90,0
91,42
92,0
93,0
94,41
95,42
96,0
97,0
98,41
99,42
100,0
101,0
102,41
103,0
104,0
105,0
106,41
107,0
108,0
109,0
110,41
111,0
112,0
113,42
114,41
115,0
116,0
117,42
118,41
119,0
120,0
121,42
122,0
123,0
124,0
125,42
126,0
127,0
128,0
129,42
130,0
131,0
132,42
133,42
134,0
135,0
136,42
137,42
138,0
139,0
140,42
141,0
142,0
143,0
144,42
145,0
146,0
147,0
148,42
149,0
150,0
151,41
152,42
153,0
154,0
155,41
156,42
157,0
158,0
159,41
160,0
161,0
162,0
163,41
164,0
165,0
166,42
167,41
168,0
169,0
170,42
171,41
172,0
173,0
174,42
175,0
176,0
177,0
178,42
179,0
180,0
181,0
182,42
183,0
184,0
185,42
186,42
187,0
188,0
189,42
190,0
191,0
192,0
193,42
194,0
195,0
196,0
197,42
198,0
199,0
200,41
201,42
202,0
203,0
204,41
205,42
206,0
207,0
208,41
209,0
210,0
211,0
212,41
213,0
214,0
215,42
216,41
217,0
218,0
219,42
220,41
221,0
222,0
223,42
224,0
225,0
226,0
227,42
228,0
229,0
230,0
231,42
232,0
233,0
234,42
235,42
236,0
237,0
238,42
239,42
240,0
241,0
242,42
243,0
244,0
245,0
246,42
247,0
248,0
249,41
250,42
251,0
252,0
253,41
254,42
255,0
256,0
257,41
258,0
259,0
260,0
261,41
262,0
263,0
264,0
265,41
266,0
267,0
268,42
269,41
270,0
271,0
272,42
273,41
274,0
275,0
276,42
277,0
278,0
279,0
280,42
281,0
282,0
283,42
284,42
285,0
286,0
287,42
288,42
289,0
290,0
291,42
292,0
293,0
294,0
295,42
296,0
297,0
298,0
299,42
300,0
301,0
302,41
303,42
304,0
305,0
306,41
307,0
308,0
309,0
310,41
311,0
312,0
313,0
314,41
315,0
316,0
317,42
318,41
319,0
320,0
321,42
322,83
323,0
324,41
325,42
326,0
327,0
328,41
329,42
330,0
331,0
332,41
333,0
334,0
335,0
336,41
337,0
338,0
339,42
340,41
341,0
342,0
343,42
344,41
345,0
346,0
347,42
348,0
349,0
350,0
351,42
352,0
353,0
354,0
355,42
356,0
357,0
358,42
359,42
360,0
361,0
362,42
363,42
364,0
365,0
366,42
367,0
368,0
369,0
370,42
371,0
372,0
373,41
374,42
375,0
376,0
377,41
378,42
379,0
380,0
381,41
382,0
383,0
384,0
385,41
386,0
387,0
388,0
389,41
390,0
391,0
392,42
393,41
394,0
395,0
396,42
397,41
398,0
399,0
400,42
401,0
402,0
403,0
404,42
405,0
406,0
407,42
408,42
409,0
410,0
411,42
412,42
413,0
414,0
415,42
416,0
417,0
418,0
419,42
420,0
421,0
422,0
423,42
424,0
425,0
426,41
427,42
428,0
429,0
430,41
431,0
432,0
433,0
434,41
435,0
436,0
437,0
438,41
439,0
440,0
441,42
442,41
443,0
444,0
445,42
446,41
447,0
448,0
449,42
450,0
451,0
452,0
453,42
454,0
455,0
456,42
457,42
458,0
459,0
460,42
461,42
462,0
463,0
464,42
465,0
466,0
467,0
468,42
469,0
470,0
471,0
472,42
473,0
474,0
475,41
476,42
