# Experiment 02 Phase 4 — TIMER CALIBRATION (descriptive only).
# Back-to-back std::chrono::steady_clock::now() pairs, taken OUTSIDE the timed transfer.
# This is NOT subtracted from any measured latency and is NOT a correction factor.
# It measures the timer's own scale, not the queue's cost.
# clock=steady_clock steady=1 ns_per_tick=1
# samples=200000 min_ns=0 mean_ns=15.133 p50_ns=0 p90_ns=42 p99_ns=42 p999_ns=84 max_ns=6875
pair_index,pair_cost_ns
0,42
1,42
2,0
3,0
4,42
5,42
6,0
7,0
8,42
9,0
10,0
11,41
12,0
13,0
14,42
15,41
16,0
17,0
18,42
19,0
20,0
21,42
22,0
23,0
24,41
25,42
26,0
27,0
28,41
29,0
30,0
31,42
32,0
33,0
34,42
35,0
36,0
37,0
38,42
39,0
40,0
41,41
42,0
43,0
44,42
45,0
46,0
47,42
48,42
49,0
50,0
51,42
52,0
53,0
54,41
55,0
56,0
57,42
58,0
59,0
60,0
61,42
62,0
63,0
64,42
65,0
66,0
67,41
68,0
69,0
70,42
71,41
72,0
73,0
74,42
75,0
76,0
77,42
78,0
79,0
80,41
81,0
82,0
83,0
84,41
85,0
86,0
87,42
88,0
89,0
90,42
91,0
92,0
93,41
94,42
95,0
96,0
97,41
98,0
99,0
100,42
101,0
102,0
103,42
104,0
105,0
106,41
107,42
108,0
109,0
110,41
111,0
112,0
113,42
114,0
115,0
116,42
117,0
118,0
119,0
120,42
121,0
122,0
123,41
124,0
125,0
126,42
127,0
128,0
129,42
130,42
131,0
132,0
133,42
134,0
135,0
136,41
137,0
138,0
139,42
140,0
141,0
142,0
143,42
144,0
145,0
146,42
147,0
148,0
149,41
150,0
151,0
152,42
153,41
154,0
155,0
156,42
157,0
158,0
159,42
160,0
161,0
162,41
163,0
164,0
165,0
166,41
167,0
168,0
169,42
170,0
171,0
172,42
173,0
174,0
175,41
176,42
177,0
178,0
179,41
180,0
181,0
182,42
183,0
184,0
185,42
186,0
187,0
188,0
189,42
190,0
191,0
192,41
193,0
194,0
195,42
196,0
197,0
198,42
199,42
200,0
201,0
202,42
203,0
204,0
205,41
206,0
207,0
208,42
209,0
210,0
211,42
212,42
213,0
214,0
215,42
216,0
217,0
218,41
219,0
220,0
221,42
222,0
223,0
224,0
225,42
226,0
227,0
228,42
229,0
230,0
231,41
232,0
233,0
234,42
235,41
236,0
237,0
238,42
239,0
240,0
241,42
242,0
243,0
244,41
245,0
246,0
247,0
248,41
249,0
250,0
251,42
252,0
253,0
254,42
255,0
256,0
257,41
258,42
259,0
260,0
261,41
262,0
263,0
264,42
265,0
266,0
267,42
268,0
269,0
