# Experiment 02 Phase 4 — TIMER CALIBRATION (descriptive only).
# Back-to-back std::chrono::steady_clock::now() pairs, taken OUTSIDE the timed transfer.
# This is NOT subtracted from any measured latency and is NOT a correction factor.
# It measures the timer's own scale, not the queue's cost.
# clock=steady_clock steady=1 ns_per_tick=1
# samples=200000 min_ns=0 mean_ns=15.202 p50_ns=0 p90_ns=42 p99_ns=42 p999_ns=125 max_ns=9500
pair_index,pair_cost_ns
0,0
1,0
2,0
3,0
4,41
5,42
6,0
7,0
8,41
9,42
10,0
11,0
12,41
13,0
14,0
15,0
16,41
17,0
18,0
19,42
20,41
21,0
22,0
23,42
24,0
25,0
26,0
27,42
28,0
29,0
30,42
31,42
32,0
33,0
34,42
35,0
36,0
37,0
38,42
39,0
40,0
41,41
42,42
43,0
44,0
45,41
46,0
47,0
48,0
49,41
50,0
51,0
52,42
53,0
54,0
55,0
56,42
57,0
58,0
59,42
60,42
61,0
62,0
63,42
64,0
65,0
66,0
67,42
68,0
69,0
70,41
71,42
72,0
73,0
74,41
75,0
76,0
77,0
78,41
79,0
80,0
81,42
82,41
83,0
84,0
85,42
86,0
87,0
88,0
89,42
90,0
91,0
92,42
93,42
94,0
95,0
96,42
97,0
98,0
99,41
100,42
101,0
102,0
103,41
104,0
105,0
106,0
107,41
108,0
109,0
110,42
111,41
112,0
113,0
114,42
115,0
116,0
117,0
118,42
119,0
120,0
121,42
122,42
123,0
124,0
125,42
126,0
127,0
128,0
129,42
130,0
131,0
132,41
133,42
134,0
135,0
136,41
137,0
138,0
139,42
140,41
141,0
142,0
143,42
144,0
145,0
146,0
147,42
148,0
149,0
150,42
151,42
152,0
153,0
154,42
155,0
156,0
157,0
158,42
159,0
160,0
161,41
162,42
163,0
164,0
165,41
166,0
167,0
168,0
169,41
170,0
171,0
172,42
173,41
174,0
175,0
176,42
177,0
178,0
179,42
180,42
181,0
182,0
183,42
184,0
185,0
186,0
187,42
188,0
189,0
190,41
191,42
192,0
193,0
194,41
195,0
196,0
197,0
198,41
199,0
200,0
201,42
202,41
203,0
204,0
205,42
206,0
207,0
208,0
209,42
210,0
211,0
212,42
213,42
214,0
215,0
216,42
217,0
218,0
219,0
220,42
221,0
222,0
223,41
224,0
225,0
226,0
227,41
228,0
229,0
230,42
231,41
232,0
233,0
234,42
235,0
236,0
237,0
238,42
239,0
240,0
241,42
242,42
243,0
244,0
245,42
246,0
247,0
248,0
249,42
250,0
251,0
252,41
253,42
254,0
255,0
256,41
257,0
258,0
259,0
260,41
261,0
262,0
263,42
264,41
265,0
266,0
267,42
268,0
269,0
270,42
271,42
272,0
273,0
274,42
275,0
276,0
277,0
278,42
279,0
280,0
281,41
282,42
283,0
284,0
285,41
286,0
287,0
288,0
289,41
290,0
291,0
292,42
293,41
294,0
295,0
296,42
297,0
298,0
299,0
300,42
301,0
302,0
303,42
304,42
305,0
306,0
307,42
308,0
309,0
310,41
311,42
312,0
313,0
314,41
315,0
316,0
317,0
318,41
319,0
320,0
321,42
322,41
323,0
324,0
325,42
326,0
327,0
328,0
329,42
330,0
331,0
332,42
333,42
334,0
335,0
336,42
337,0
338,0
339,0
340,42
341,0
342,0
343,41
344,42
345,0
346,0
347,41
348,0
349,0
350,0
351,41
352,0
353,0
354,42
355,41
356,0
357,0
358,42
359,0
360,0
361,42
362,42
363,0
364,0
365,42
366,0
367,0
368,0
369,42
370,0
371,0
372,41
373,42
374,0
375,0
376,41
377,0
378,0
379,0
380,41
381,0
382,0
383,42
384,41
385,0
386,0
387,42
388,0
389,0
390,0
391,42
392,0
393,0
394,42
395,42
396,0
397,0
398,42
399,0
400,0
401,0
402,42
403,0
404,0
405,41
406,42
407,0
408,0
409,41
410,0
411,0
412,42
413,41
414,0
415,0
416,42
417,0
418,0
419,0
420,42
421,0
422,0
423,42
424,42
425,0
426,0
427,42
428,0
429,0
430,0
431,42
432,0
433,0
434,41
435,42
436,0
437,0
438,41
439,0
440,0
441,0
442,41
443,0
444,0
445,42
446,41
447,0
448,0
449,42
450,0
451,0
452,42
453,42
454,0
455,0
456,42
457,0
458,0
459,0
460,42
461,0
462,0
463,41
464,42
465,0
466,0
467,41
468,0
469,0
470,0
471,41
472,0
473,0
474,42
475,41
476,0
