# Phase 4 raw batch samples. batch-normalized ns/update = elapsed_ns / batch_operations (a batch average, NOT a directly
# measured single-update latency). batch_operations is the ACTUAL op count of the batch: batch_size for every row except
# the final row when updates % batch_size is nonzero (a partial batch, which is EXCLUDED from every distribution
# metric in the summary).
# impl=map wl=A levels=1000 updates=10000000 batch_size=512 seed=407715774446 partial_rows=1
sample_index,batch_operations,elapsed_ns,normalized_ns_per_update
337,512,21959,42.888672
338,512,21750,42.480469
339,512,18500,36.132812
340,512,18625,36.376953
341,512,18750,36.621094
342,512,18958,37.027344
343,512,18833,36.783203
344,512,19375,37.841797
345,512,18125,35.400391
346,512,18000,35.156250
347,512,18500,36.132812
348,512,18791,36.701172
349,512,18000,35.156250
350,512,17417,34.017578
351,512,18750,36.621094
352,512,18417,35.970703
353,512,18958,37.027344
354,512,20833,40.689453
355,512,19083,37.271484
356,512,19542,38.167969
357,512,19125,37.353516
358,512,19000,37.109375
359,512,18792,36.703125
360,512,19000,37.109375
361,512,19542,38.167969
362,512,17666,34.503906
363,512,18625,36.376953
364,512,18583,36.294922
365,512,18500,36.132812
366,512,19333,37.759766
367,512,19709,38.494141
368,512,19209,37.517578
369,512,18833,36.783203
370,512,18750,36.621094
371,512,18292,35.726562
372,512,18167,35.482422
373,512,18625,36.376953
374,512,18125,35.400391
375,512,19208,37.515625
376,512,17667,34.505859
377,512,18208,35.562500
378,512,17875,34.912109
379,512,17833,34.830078
380,512,17792,34.750000
381,512,17625,34.423828
382,512,17583,34.341797
383,512,17834,34.832031
384,512,18542,36.214844
385,512,18250,35.644531
386,512,17541,34.259766
387,512,18209,35.564453
388,512,17791,34.748047
389,512,17958,35.074219
390,512,17542,34.261719
391,512,18000,35.156250
392,512,18083,35.318359
393,512,17375,33.935547
394,512,17625,34.423828
395,512,17917,34.994141
396,512,17709,34.587891
397,512,18333,35.806641
398,512,18167,35.482422
399,512,18208,35.562500
400,512,18083,35.318359
401,512,18541,36.212891
402,512,17375,33.935547
403,512,17250,33.691406
404,512,17083,33.365234
405,512,17584,34.343750
406,512,17042,33.285156
407,512,17083,33.365234
408,512,17875,34.912109
409,512,18125,35.400391
410,512,18292,35.726562
411,512,18000,35.156250
412,512,17250,33.691406
413,512,17958,35.074219
414,512,19042,37.191406
415,512,18833,36.783203
416,512,18750,36.621094
417,512,18750,36.621094
418,512,18750,36.621094
419,512,18709,36.541016
420,512,18041,35.236328
421,512,18375,35.888672
422,512,19042,37.191406
423,512,18750,36.621094
424,512,18459,36.052734
425,512,19208,37.515625
426,512,19375,37.841797
427,512,18500,36.132812
428,512,18500,36.132812
429,512,18750,36.621094
430,512,18334,35.808594
431,512,18458,36.050781
432,512,18833,36.783203
433,512,18250,35.644531
434,512,18709,36.541016
435,512,17750,34.667969
436,512,17958,35.074219
437,512,18333,35.806641
438,512,19208,37.515625
439,512,17792,34.750000
440,512,18291,35.724609
441,512,17375,33.935547
442,512,17750,34.667969
443,512,18083,35.318359
444,512,18084,35.320312
445,512,16916,33.039062
446,512,17792,34.750000
447,512,17416,34.015625
448,512,18459,36.052734
449,512,17334,33.855469
450,512,17791,34.748047
451,512,16833,32.876953
452,512,18125,35.400391
453,512,17958,35.074219
454,512,18042,35.238281
455,512,18167,35.482422
456,512,18208,35.562500
457,512,18333,35.806641
458,512,19542,38.167969
459,512,19209,37.517578
460,512,19334,37.761719
461,512,18958,37.027344
462,512,19708,38.492188
463,512,19292,37.679688
464,512,19042,37.191406
465,512,18791,36.701172
466,512,18583,36.294922
467,512,18208,35.562500
468,512,18750,36.621094
469,512,17750,34.667969
470,512,18500,36.132812
471,512,19166,37.433594
472,512,18625,36.376953
473,512,19500,38.085938
474,512,19375,37.841797
475,512,18834,36.785156
476,512,18875,36.865234
477,512,18791,36.701172
478,512,17667,34.505859
479,512,17750,34.667969
480,512,18167,35.482422
481,512,17917,34.994141
482,512,17916,34.992188
483,512,17792,34.750000
484,512,17500,34.179688
485,512,17542,34.261719
486,512,17958,35.074219
487,512,17750,34.667969
488,512,18375,35.888672
489,512,18250,35.644531
490,512,17542,34.261719
491,512,18250,35.644531
492,512,17541,34.259766
493,512,18083,35.318359
494,512,17708,34.585938
495,512,17875,34.912109
496,512,17542,34.261719
497,512,17625,34.423828
498,512,17250,33.691406
499,512,18250,35.644531
500,512,18875,36.865234
501,512,18708,36.539062
502,512,19500,38.085938
503,512,18542,36.214844
504,512,19208,37.515625
505,512,18417,35.970703
506,512,18667,36.458984
507,512,18958,37.027344
508,512,18375,35.888672
509,512,18209,35.564453
510,512,18708,36.539062
511,512,18500,36.132812
512,512,18208,35.562500
513,512,19209,37.517578
514,512,18750,36.621094
515,512,19625,38.330078
516,512,18291,35.724609
517,512,19459,38.005859
518,512,22250,43.457031
519,512,18791,36.701172
520,512,19125,37.353516
521,512,18333,35.806641
522,512,18084,35.320312
523,512,17833,34.830078
524,512,18000,35.156250
525,512,17916,34.992188
526,512,18167,35.482422
527,512,18209,35.564453
528,512,18000,35.156250
529,512,17625,34.423828
530,512,17208,33.609375
531,512,17875,34.912109
532,512,17875,34.912109
533,512,17959,35.076172
534,512,17666,34.503906
535,512,17709,34.587891
536,512,17958,35.074219
537,512,17875,34.912109
538,512,18083,35.318359
539,512,17833,34.830078
540,512,17833,34.830078
541,512,18083,35.318359
542,512,17500,34.179688
543,512,18416,35.968750
544,512,17834,34.832031
545,512,17083,33.365234
546,512,17375,33.935547
547,512,17209,33.611328
548,512,18166,35.480469
549,512,33375,65.185547
550,512,18416,35.968750
551,512,17459,34.099609
552,512,17250,33.691406
553,512,17167,33.529297
554,512,17458,34.097656
555,512,17792,34.750000
556,512,18375,35.888672
557,512,17208,33.609375
558,512,17250,33.691406
559,512,17750,34.667969
560,512,18250,35.644531
561,512,17875,34.912109
562,512,17750,34.667969
563,512,17500,34.179688
564,512,17833,34.830078
565,512,17500,34.179688
566,512,17750,34.667969
567,512,18167,35.482422
568,512,18583,36.294922
569,512,17667,34.505859
570,512,17458,34.097656
571,512,17833,34.830078
572,512,18000,35.156250
573,512,18000,35.156250
574,512,17667,34.505859
575,512,17416,34.015625
576,512,17042,33.285156
577,512,17958,35.074219
578,512,17833,34.830078
579,512,17500,34.179688
580,512,17542,34.261719
581,512,17750,34.667969
582,512,19458,38.003906
583,512,19208,37.515625
584,512,17667,34.505859
585,512,17625,34.423828
586,512,18416,35.968750
587,512,17709,34.587891
588,512,18375,35.888672
589,512,18459,36.052734
590,512,17750,34.667969
591,512,17708,34.585938
592,512,17625,34.423828
593,512,18167,35.482422
594,512,18166,35.480469
595,512,18250,35.644531
596,512,17833,34.830078
597,512,18000,35.156250
598,512,17458,34.097656
599,512,17792,34.750000
600,512,18250,35.644531
601,512,17416,34.015625
602,512,17584,34.343750
603,512,17875,34.912109
604,512,17542,34.261719
605,512,17375,33.935547
606,512,17792,34.750000
607,512,17167,33.529297
608,512,17708,34.585938
609,512,18084,35.320312
610,512,17916,34.992188
611,512,17500,34.179688
612,512,17208,33.609375
613,512,17625,34.423828
614,512,17291,33.771484
615,512,17667,34.505859
616,512,18000,35.156250
617,512,18000,35.156250
618,512,17667,34.505859
619,512,17625,34.423828
620,512,17708,34.585938
621,512,17042,33.285156
622,512,18167,35.482422
623,512,17167,33.529297
624,512,17542,34.261719
625,512,18000,35.156250
626,512,17458,34.097656
627,512,18000,35.156250
628,512,17959,35.076172
629,512,17625,34.423828
630,512,17500,34.179688
