# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,64,65536,10000000,132205958,13.220596,75639556.275,554222,160,8986780111068692703,PASS
1,spsc,64,65536,10000000,125517833,12.551783,79669954.149,92548,1195,8986780111068692703,PASS
2,spsc,64,65536,10000000,149929000,14.992900,66698237.166,124978,382379,8986780111068692703,PASS
3,spsc,64,65536,10000000,176472542,17.647254,56666039.298,426397,2336477,8986780111068692703,PASS
4,spsc,64,65536,10000000,175962291,17.596229,56830358.045,532554,1584551,8986780111068692703,PASS
