# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,32,4096,10000000,315756042,31.575604,31670019.477,82655,52080272,15742678983221721015,PASS
1,spsc,32,4096,10000000,301665708,30.166571,33149276.616,0,54621976,15742678983221721015,PASS
2,spsc,32,4096,10000000,307940125,30.794013,32473845.362,0,47359723,15742678983221721015,PASS
3,spsc,32,4096,10000000,299726084,29.972608,33363796.259,0,53965338,15742678983221721015,PASS
4,spsc,32,4096,10000000,342139833,34.213983,29227815.751,0,50124333,15742678983221721015,PASS
