# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 untimed warm-up repetition(s) are excluded.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,64,65536,10000000,146419583,14.641958,68296875.289,296960,101376,8986780111068692703,PASS
1,spsc,64,65536,10000000,192838792,19.283879,51856786.159,1645645,2030,8986780111068692703,PASS
2,spsc,64,65536,10000000,169805084,16.980508,58891051.813,369722,1132813,8986780111068692703,PASS
3,spsc,64,65536,10000000,142788584,14.278858,70033609.970,361316,2048,8986780111068692703,PASS
4,spsc,64,65536,10000000,132320875,13.232088,75573865.424,224657,0,8986780111068692703,PASS
