# Experiment 02 Phase 2 raw repetitions — ONE implementation per process.
# ns_per_message = END-TO-END elapsed_ns / messages delivered (NOT a per-call latency, NOT one-way handoff).
# All 5 measured repetitions are present; 1 warm-up repetition(s) are excluded from every published figure.
rep,impl,message_bytes,capacity,message_count,elapsed_ns,ns_per_message,messages_per_second,producer_full_retries,consumer_empty_retries,checksum,correctness
0,spsc,64,4096,10000000,128249459,12.824946,77973038.467,546391,440680,8986780111068692703,PASS
1,spsc,64,4096,10000000,138747291,13.874729,72073479.258,756513,774048,8986780111068692703,PASS
2,spsc,64,4096,10000000,132108166,13.210817,75695547.844,463039,542861,8986780111068692703,PASS
3,spsc,64,4096,10000000,127494167,12.749417,78434960.872,163606,1930237,8986780111068692703,PASS
4,spsc,64,4096,10000000,139580917,13.958092,71643031.260,1042005,454821,8986780111068692703,PASS
