# Phase 4 raw batch samples. batch-normalized ns/update = elapsed_ns / batch_operations (a batch average, NOT a directly
# measured single-update latency). batch_operations is the ACTUAL op count of the batch: batch_size for every row except
# the final row when updates % batch_size is nonzero (a partial batch, which is EXCLUDED from every distribution
# metric in the summary).
# impl=map wl=A levels=1000000 updates=10000000 batch_size=512 seed=407715774446 partial_rows=1
sample_index,batch_operations,elapsed_ns,normalized_ns_per_update
0,512,279250,545.410156
1,512,179750,351.074219
2,512,165917,324.056641
3,512,155541,303.791016
4,512,151709,296.306641
5,512,152500,297.851562
6,512,149625,292.236328
7,512,140334,274.089844
8,512,146375,285.888672
9,512,155209,303.142578
10,512,153709,300.212891
11,512,137209,267.986328
12,512,133917,261.556641
13,512,139208,271.890625
14,512,135833,265.298828
15,512,130583,255.044922
16,512,136459,266.521484
17,512,128583,251.138672
18,512,133583,260.904297
19,512,154000,300.781250
20,512,138750,270.996094
21,512,136500,266.601562
22,512,141083,275.552734
23,512,132209,258.220703
24,512,130625,255.126953
25,512,127458,248.941406
26,512,127083,248.208984
27,512,131083,256.021484
28,512,127500,249.023438
29,512,129167,252.279297
30,512,133542,260.824219
31,512,131958,257.730469
32,512,131791,257.404297
33,512,132292,258.382812
34,512,129875,253.662109
35,512,127750,249.511719
36,512,125416,244.953125
37,512,132750,259.277344
38,512,135792,265.218750
39,512,314834,614.910156
40,512,247708,483.804688
41,512,238167,465.169922
42,512,245125,478.759766
43,512,279250,545.410156
44,512,284334,555.339844
45,512,156750,306.152344
46,512,141292,275.960938
47,512,152542,297.933594
48,512,161875,316.162109
49,512,192375,375.732422
50,512,232625,454.345703
51,512,185417,362.142578
52,512,147667,288.412109
53,512,145417,284.017578
54,512,142958,279.214844
55,512,145625,284.423828
56,512,136917,267.416016
57,512,147041,287.189453
58,512,174584,340.984375
59,512,187708,366.617188
60,512,167458,327.066406
61,512,155125,302.978516
62,512,155667,304.037109
63,512,143791,280.841797
64,512,155625,303.955078
65,512,162333,317.056641
66,512,149417,291.830078
67,512,146875,286.865234
68,512,148916,290.851562
69,512,159084,310.710938
70,512,146750,286.621094
71,512,155541,303.791016
72,512,143375,280.029297
73,512,167667,327.474609
74,512,215666,421.222656
75,512,151958,296.792969
76,512,152500,297.851562
77,512,149042,291.097656
78,512,140417,274.251953
79,512,147291,287.677734
80,512,168292,328.695312
81,512,149708,292.398438
82,512,148917,290.853516
83,512,141917,277.181641
84,512,145166,283.527344
85,512,142417,278.158203
86,512,133666,261.066406
87,512,137000,267.578125
88,512,140750,274.902344
89,512,132334,258.464844
90,512,147917,288.900391
91,512,138750,270.996094
92,512,138416,270.343750
93,512,136083,265.787109
94,512,133250,260.253906
95,512,129875,253.662109
96,512,136333,266.275391
97,512,129709,253.337891
98,512,129625,253.173828
99,512,130709,255.291016
100,512,132375,258.544922
101,512,133292,260.335938
102,512,125083,244.302734
103,512,125833,245.767578
104,512,126208,246.500000
105,512,127584,249.187500
106,512,124250,242.675781
107,512,126417,246.908203
108,512,130666,255.207031
109,512,124667,243.490234
110,512,130833,255.533203
111,512,128750,251.464844
112,512,127583,249.185547
113,512,122542,239.339844
114,512,129666,253.253906
115,512,129083,252.115234
116,512,130750,255.371094
117,512,130166,254.230469
118,512,131584,257.000000
119,512,126458,246.988281
120,512,128083,250.162109
121,512,125709,245.525391
122,512,125208,244.546875
123,512,133458,260.660156
124,512,147792,288.656250
125,512,147541,288.166016
126,512,138792,271.078125
127,512,136875,267.333984
128,512,139084,271.648438
129,512,139708,272.867188
130,512,170958,333.902344
131,512,146792,286.703125
132,512,142750,278.808594
133,512,131583,256.998047
134,512,136500,266.601562
135,512,130542,254.964844
136,512,135083,263.833984
137,512,131417,256.673828
138,512,134125,261.962891
139,512,149209,291.423828
140,512,147458,288.003906
141,512,136708,267.007812
142,512,136833,267.251953
143,512,130792,255.453125
144,512,133417,260.580078
145,512,132875,259.521484
146,512,134500,262.695312
147,512,202250,395.019531
148,512,130875,255.615234
149,512,136000,265.625000
150,512,137250,268.066406
151,512,129750,253.417969
152,512,128250,250.488281
153,512,127791,249.591797
154,512,126333,246.744141
155,512,125625,245.361328
156,512,130250,254.394531
157,512,124541,243.244141
158,512,129167,252.279297
159,512,125750,245.605469
160,512,121958,238.199219
161,512,120667,235.677734
162,512,119000,232.421875
163,512,118959,232.341797
164,512,123541,241.291016
165,512,125667,245.443359
166,512,121083,236.490234
167,512,122084,238.445312
168,512,129375,252.685547
169,512,125875,245.849609
170,512,125042,244.222656
171,512,119667,233.724609
172,512,124541,243.244141
173,512,124959,244.060547
174,512,120500,235.351562
175,512,126791,247.638672
176,512,125584,245.281250
177,512,244625,477.783203
178,512,254834,497.722656
179,512,224583,438.638672
180,512,203417,397.298828
181,512,179875,351.318359
182,512,208959,408.123047
183,512,209041,408.283203
184,512,174750,341.308594
185,512,193959,378.826172
186,512,173958,339.761719
187,512,188833,368.814453
188,512,190875,372.802734
189,512,182125,355.712891
190,512,183709,358.806641
191,512,169583,331.216797
192,512,167917,327.962891
193,512,160666,313.800781
194,512,176083,343.912109
195,512,164959,322.185547
196,512,180583,352.701172
197,512,172250,336.425781
198,512,175916,343.585938
199,512,179625,350.830078
200,512,165000,322.265625
201,512,162709,317.791016
202,512,154541,301.837891
203,512,169292,330.648438
204,512,164583,321.451172
205,512,139792,273.031250
206,512,149542,292.074219
207,512,166167,324.544922
208,512,164666,321.613281
209,512,156959,306.560547
210,512,168750,329.589844
211,512,183375,358.154297
212,512,166125,324.462891
213,512,170083,332.193359
214,512,159750,312.011719
215,512,169500,331.054688
216,512,165458,323.160156
217,512,198709,388.103516
218,512,171417,334.798828
219,512,164666,321.613281
220,512,163792,319.906250
221,512,161541,315.509766
222,512,158708,309.976562
223,512,151250,295.410156
224,512,152708,298.257812
225,512,146958,287.027344
226,512,158791,310.138672
227,512,162709,317.791016
228,512,151125,295.166016
229,512,152917,298.666016
230,512,151917,296.712891
231,512,164250,320.800781
232,512,153083,298.990234
233,512,155833,304.361328
234,512,149209,291.423828
235,512,157333,307.291016
236,512,151792,296.468750
237,512,152041,296.955078
238,512,151459,295.818359
239,512,154333,301.431641
240,512,149208,291.421875
241,512,151000,294.921875
242,512,151250,295.410156
243,512,150250,293.457031
244,512,150125,293.212891
245,512,150000,292.968750
246,512,147125,287.353516
247,512,144958,283.121094
248,512,149417,291.830078
249,512,140000,273.437500
250,512,148959,290.935547
251,512,146541,286.212891
252,512,150833,294.595703
253,512,138125,269.775391
254,512,147375,287.841797
255,512,140500,274.414062
256,512,143583,280.435547
257,512,151000,294.921875
258,512,136709,267.009766
259,512,133958,261.636719
260,512,157417,307.455078
261,512,139625,272.705078
262,512,139125,271.728516
263,512,149250,291.503906
264,512,139000,271.484375
265,512,133916,261.554688
266,512,130958,255.777344
267,512,136750,267.089844
268,512,137625,268.798828
269,512,138083,269.693359
270,512,135417,264.486328
271,512,149417,291.830078
272,512,141292,275.960938
273,512,167041,326.251953
274,512,138834,271.160156
275,512,147375,287.841797
276,512,139917,273.275391
277,512,143208,279.703125
278,512,145584,284.343750
279,512,123958,242.105469
280,512,134500,262.695312
281,512,130500,254.882812
282,512,139542,272.542969
283,512,139458,272.378906
284,512,123125,240.478516
285,512,137500,268.554688
286,512,132167,258.138672
287,512,139583,272.623047
288,512,128208,250.406250
289,512,132792,259.359375
290,512,126042,246.175781
291,512,133458,260.660156
292,512,118750,231.933594
293,512,132000,257.812500
294,512,133958,261.636719
295,512,134208,262.125000
296,512,123666,241.535156
297,512,125500,245.117188
298,512,120375,235.107422
299,512,129542,253.011719
300,512,131458,256.753906
301,512,115500,225.585938
302,512,128000,250.000000
303,512,124083,242.349609
304,512,131208,256.265625
305,512,130042,253.988281
306,512,132250,258.300781
307,512,130250,254.394531
308,512,127750,249.511719
309,512,130041,253.986328
310,512,120125,234.619141
311,512,127292,248.617188
312,512,128125,250.244141
313,512,119166,232.746094
314,512,116000,226.562500
315,512,127583,249.185547
316,512,117167,228.841797
317,512,130042,253.988281
318,512,119291,232.990234
319,512,107459,209.880859
320,512,119542,233.480469
321,512,121667,237.630859
322,512,125875,245.849609
323,512,115584,225.750000
324,512,112584,219.890625
325,512,123833,241.861328
326,512,114041,222.736328
327,512,114209,223.064453
328,512,114166,222.980469
329,512,121417,237.142578
330,512,110542,215.902344
331,512,114500,223.632812
332,512,123292,240.804688
333,512,106541,208.087891
334,512,117750,229.980469
335,512,124958,244.058594
336,512,147292,287.679688
337,512,125083,244.302734
338,512,154500,301.757812
339,512,127375,248.779297
340,512,124750,243.652344
341,512,130667,255.208984
342,512,129375,252.685547
343,512,124875,243.896484
344,512,124375,242.919922
345,512,119250,232.910156
346,512,135625,264.892578
347,512,121166,236.652344
348,512,130625,255.126953
349,512,129959,253.826172
350,512,119917,234.212891
351,512,127500,249.023438
352,512,121875,238.037109
353,512,122125,238.525391
354,512,123125,240.478516
355,512,129833,253.580078
356,512,129500,252.929688
357,512,131250,256.347656
358,512,126375,246.826172
359,512,133125,260.009766
360,512,128500,250.976562
361,512,123666,241.535156
362,512,140500,274.414062
363,512,122792,239.828125
364,512,142125,277.587891
365,512,132541,258.869141
366,512,139625,272.705078
367,512,128166,250.324219
368,512,139042,271.566406
369,512,138208,269.937500
