# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=1 message_bytes=16 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
1,16,65536,1,PASS,9696,9696,259250,1884409.052,1802500,2717916,3230792,3356708,3376042,322341375,32.234138,10000000,628303,15640,4046696471198022735,1,PASS
1,16,65536,2,PASS,9696,9696,6625,2027491.667,1952375,2855000,3303000,3432125,3442958,340376125,34.037613,10000000,736106,605846,4046696471198022735,1,PASS
1,16,65536,3,PASS,9696,9696,30250,2093839.104,1995292,2964541,3217750,3393459,3409334,344481541,34.448154,10000000,529189,13736,4046696471198022735,1,PASS
1,16,65536,4,PASS,9696,9696,120416,1909020.788,1911583,2674417,3393458,5359375,5567750,338888084,33.888808,10000000,587137,142417,4046696471198022735,1,PASS
1,16,65536,5,PASS,9696,9696,88167,2244623.515,2110416,3165667,9301209,11252959,11363333,383871333,38.387133,10000000,569888,0,4046696471198022735,1,PASS
