# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=1 message_bytes=32 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
1,32,65536,1,PASS,9696,9696,41,1560726.133,1637083,2712000,3448375,3616458,3657417,366983666,36.698367,10000000,346148,3599387,9688180432013741715,1,PASS
1,32,65536,2,PASS,9696,9696,41,2102283.674,2036708,3370208,3582458,3625000,3636000,390452167,39.045217,10000000,472312,4863997,9688180432013741715,1,PASS
1,32,65536,3,PASS,9696,9696,41,1463393.326,1458500,2381125,3432292,3572833,3599375,360390375,36.039037,10000000,60935,3617504,9688180432013741715,1,PASS
1,32,65536,4,PASS,9696,9696,201250,2278738.559,2156167,3296000,3517334,3616791,3645792,397385000,39.738500,10000000,575373,318168,9688180432013741715,1,PASS
1,32,65536,5,PASS,9696,9696,41,1543518.228,1570833,2553958,3487583,3629209,3639583,364611333,36.461133,10000000,28894,2408175,9688180432013741715,1,PASS
