# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=2 message_bytes=16 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
2,16,65536,1,PASS,9696,9696,3250,1988615.154,1918709,2971042,3272375,3339583,3360750,343810792,34.381079,10000000,944722,27592,4046696471198022735,1,PASS
2,16,65536,2,PASS,9696,9696,107834,1939202.454,1784542,2963542,3265250,3311750,3331542,336048500,33.604850,10000000,1018600,109360,4046696471198022735,1,PASS
2,16,65536,3,PASS,9696,9696,42,2323491.240,2196458,3347833,3507167,3686666,3848042,393298542,39.329854,10000000,1396340,838953,4046696471198022735,1,PASS
2,16,65536,4,PASS,9696,9696,83,2184552.525,1811625,3723917,13182667,33769042,33867000,547553875,54.755387,10000000,2362069,1175138,4046696471198022735,1,PASS
2,16,65536,5,PASS,9696,9696,41,1548069.416,1568750,2882375,4314250,7986916,8215333,423501916,42.350192,10000000,546231,2055158,4046696471198022735,1,PASS
