# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=4 message_bytes=64 capacity=4096 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
4,64,4096,1,PASS,9696,9696,83,171064.166,143167,311417,335000,351417,398792,426189417,42.618942,10000000,1735982,728127,11631761381637613921,1,PASS
4,64,4096,2,PASS,9696,9696,85375,169293.940,145375,312959,340208,362292,387959,415823792,41.582379,10000000,1825589,1182,11631761381637613921,1,PASS
4,64,4096,3,PASS,9696,9696,87000,176285.106,143000,314500,335917,352959,389584,435923458,43.592346,10000000,1929053,465439,11631761381637613921,1,PASS
4,64,4096,4,PASS,9696,9696,39792,173225.797,143500,316584,336083,354791,386292,428958541,42.895854,10000000,1272221,0,11631761381637613921,1,PASS
4,64,4096,5,PASS,9696,9696,3709,187110.314,146500,330958,347750,367541,474666,461065042,46.106504,10000000,1699907,18578,11631761381637613921,1,PASS
