# Experiment 02 Phase 4 — PER-REPETITION LATENCY SUMMARY.
# One row per MEASURED repetition. The warm-up repetition is not summarized here at all.
# Percentiles are nearest-rank on the observed samples: index(p) = ceil(p*N) - 1.
# P99.99 is deliberately not reported. No pooled distribution is produced.
# ns_per_message = elapsed_ns / messages delivered: an END-TO-END rate over the whole
# repetition, NOT a latency, and NOT comparable with Phase-2/3 absolute values.
# expected_samples = (messages - settling_prefix) / sample_interval; a row whose
# sample_count differs from it is a FAILURE, not a smaller dataset.
# queue=SpscSeparatedBaselineRingBuffer session=4 message_bytes=32 capacity=65536 messages=10000000 settling_prefix=100000 sample_interval=1021 warmup_reps=1 measured_reps=5
session,message_bytes,capacity,repetition,status,expected_samples,sample_count,min_ns,mean_ns,p50_ns,p90_ns,p99_ns,p999_ns,max_ns,elapsed_ns,ns_per_message,delivered,producer_full_retries,consumer_empty_retries,checksum,sequence_ok,correctness
4,32,65536,1,PASS,9696,9696,41,1484861.472,1316625,3053958,6929916,8647125,8755625,416917084,41.691708,10000000,2073950,12621917,9688180432013741715,1,PASS
4,32,65536,2,PASS,9696,9696,16417,1883799.044,1982041,2894833,3561208,3653792,3656666,376776167,37.677617,10000000,179830,0,9688180432013741715,1,PASS
4,32,65536,3,PASS,9696,9696,41,1785656.732,1895625,3016084,3523250,3590542,3617375,394802875,39.480288,10000000,80396,4299383,9688180432013741715,1,PASS
4,32,65536,4,PASS,9696,9696,320417,1577871.744,1470042,2602333,3428542,3570875,3583792,377125292,37.712529,10000000,45020,431798,9688180432013741715,1,PASS
4,32,65536,5,PASS,9696,9696,41,1072039.316,1001000,1985583,3336583,3522750,3541166,351513375,35.151337,10000000,57830,4208739,9688180432013741715,1,PASS
